Zeit_UTC;°C_Umgebung;kW_gemessen;kW_gem_Umluftkassetten
2020-05-05 07:20:00;9.4;3.963618;0.161712
2020-05-05 07:30:00;9.5;4.854898;0.164902
2020-05-05 07:40:00;9.8;4.810032;0.463732
2020-05-05 07:50:00;10.2;4.802376;0.615256
2020-05-05 08:00:00;10.3;4.774818;0.157532
2020-05-05 08:10:00;10.2;4.860288;0.152344
2020-05-05 08:20:00;10.4;4.886026;0.158284
2020-05-05 08:30:00;10.4;4.916434;0.162362
2020-05-05 08:40:00;10.7;4.899152;0.161762
2020-05-05 08:50:00;11.0;4.898486;0.154538
2020-05-05 09:00:00;11.2;4.87874;0.160544
2020-05-05 09:10:00;11.9;4.879522;0.499928
2020-05-05 09:20:00;11.3;4.897763;0.877327
2020-05-05 09:30:00;11.1;4.921648;0.158068
2020-05-05 09:40:00;11.2;4.947914;0.159938
2020-05-05 09:50:00;11.0;5.004388;0.165016
2020-05-05 10:00:00;11.8;5.039788;0.163902
2020-05-05 10:10:00;11.9;5.01132;1.1231
2020-05-05 10:20:00;12.2;4.977744;0.16328
2020-05-05 10:30:00;12.3;4.963182;0.160592
2020-05-05 10:40:00;11.3;4.950462;0.16354
2020-05-05 10:50:00;11.5;4.955382;0.155684
2020-05-05 11:00:00;12.2;4.92205;0.84596
2020-05-05 11:10:00;12.4;4.908706;0.159632
2020-05-05 11:20:00;12.1;4.955702;0.155675
2020-05-05 11:30:00;12.8;4.899108;0.157338
2020-05-05 11:40:00;12.5;4.95781;0.159464
2020-05-05 11:50:00;12.3;4.959676;1.402748
2020-05-05 12:00:00;13.1;4.979248;0.161272
2020-05-05 12:10:00;13.4;5.006292;0.157584
2020-05-05 12:20:00;13.5;5.001998;0.16609
2020-05-05 12:30:00;13.0;4.999002;1.02526
2020-05-05 12:40:00;13.4;4.98251;0.156838
2020-05-05 12:50:00;14.0;4.993958;0.157924
2020-05-05 13:00:00;13.1;4.98322;0.161625
2020-05-05 13:10:00;13.8;4.980876;0.15661
2020-05-05 13:20:00;13.0;4.995702;0.164992
2020-05-05 13:30:00;13.4;5.021424;0.165934
2020-05-05 13:40:00;13.1;5.004328;0.167822
2020-05-05 13:50:00;13.4;5.02289;0.163754
2020-05-05 14:00:00;13.5;5.002724;0.158592
2020-05-05 14:10:00;13.6;4.979158;0.156722
2020-05-05 14:20:00;13.7;5.012332;1.069632
2020-05-05 14:30:00;13.7;4.961514;0.161024
2020-05-05 14:40:00;13.8;4.95943;0.166278
2020-05-05 14:50:00;13.7;4.955954;0.165342
2020-05-05 15:00:00;13.6;4.955522;0.160834
2020-05-05 15:10:00;13.6;4.956886;0.163956
2020-05-05 15:20:00;13.5;4.989232;0.15668
2020-05-05 15:30:00;13.3;4.949328;0.160198
2020-05-05 15:40:00;13.3;4.968372;0.16309
2020-05-05 15:50:00;13.2;4.977934;0.15724
2020-05-05 16:00:00;13.3;4.95979;0.155646
2020-05-05 16:10:00;13.4;4.990676;0.489234
2020-05-05 16:20:00;13.7;4.933434;0.600678
2020-05-05 16:30:00;13.4;4.95376;0.153186
2020-05-05 16:40:00;13.4;4.955598;0.865482
2020-05-05 16:50:00;13.3;4.95148;0.315678
2020-05-05 17:00:00;13.0;4.92417;0.502712
2020-05-05 17:10:00;12.8;4.910904;0.65678
2020-05-05 17:20:00;12.4;4.92544;0.154032
2020-05-05 17:30:00;12.5;4.91888;1.033856
2020-05-05 17:40:00;12.4;4.85614;0.153776
2020-05-05 17:50:00;12.0;4.853892;0.155854
2020-05-05 18:00:00;11.8;4.864344;0.150376
2020-05-05 18:10:00;11.6;4.823098;0.155332
2020-05-05 18:20:00;10.9;4.81734;0.15615
2020-05-05 18:30:00;11.0;4.793236;0.155632
2020-05-05 18:40:00;10.7;4.778874;1.068408
2020-05-05 18:50:00;10.4;4.822224;0.152014
2020-05-05 19:00:00;9.7;4.746954;0.14743
2020-05-05 19:10:00;9.8;4.77341;0.151566
2020-05-05 19:20:00;9.5;4.772388;0.834006
2020-05-05 19:30:00;9.2;4.742688;0.172616
2020-05-05 19:40:00;8.7;4.75622;0.157104
2020-05-05 19:50:00;8.3;4.726752;0.160926
2020-05-05 20:00:00;8.5;4.731305;0.916585
2020-05-05 20:10:00;8.3;4.77012;0.168638
2020-05-05 20:20:00;8.0;4.777742;1.017398
2020-05-05 20:30:00;7.9;4.789522;0.161728
2020-05-05 20:40:00;7.8;4.795284;1.083056
2020-05-05 20:50:00;7.4;5.325092;0.847128
2020-05-05 21:00:00;7.2;5.299858;0.47404
2020-05-05 21:10:00;7.2;6.23478;1.082756
2020-05-05 21:20:00;6.9;1.16342;0.168888
2020-05-05 21:30:00;6.8;0.173232;0.159736
2020-05-05 21:40:00;6.5;0.171854;0.162558
2020-05-05 21:50:00;6.4;0.176734;0.160766
2020-05-05 22:00:00;6.4;0.176546;0.15699
2020-05-05 22:10:00;6.4;0.170732;0.159418
2020-05-05 22:20:00;6.4;0.169802;0.1609
2020-05-05 22:30:00;6.1;0.176178;0.15966
2020-05-05 22:40:00;5.8;0.170548;0.157066
2020-05-05 22:50:00;6.1;0.174772;0.161462
2020-05-05 23:00:00;5.8;0.176626;0.163226
2020-05-05 23:10:00;5.8;0.175498;0.158224
2020-05-05 23:20:00;5.8;0.1745;0.15925
2020-05-05 23:30:00;5.6;0.175166;0.157824
2020-05-05 23:40:00;5.5;0.18036;0.160864
2020-05-05 23:50:00;5.3;0.176064;0.160358
2020-05-06 00:00:00;5.2;0.17904;0.162872
2020-05-06 00:10:00;4.8;0.172868;0.158096
2020-05-06 00:20:00;5.5;0.175774;0.16039
2020-05-06 00:30:00;5.1;0.17345;0.157198
2020-05-06 00:40:00;5.4;0.1767;0.16314
2020-05-06 00:50:00;5.0;0.178788;0.160972
2020-05-06 01:00:00;4.9;0.17869;0.162054
2020-05-06 01:10:00;5.1;0.178238;0.160904
2020-05-06 01:20:00;5.2;0.177436;0.174162
2020-05-06 01:30:00;4.8;0.180366;0.18461
2020-05-06 01:40:00;4.6;0.181306;0.180276
2020-05-06 01:50:00;5.2;0.181284;0.17701
2020-05-06 02:00:00;5.0;0.179222;0.178382
2020-05-06 02:10:00;4.7;0.181502;0.182518
2020-05-06 02:20:00;4.8;0.180248;0.18093
2020-05-06 02:30:00;4.2;0.177046;0.175234
2020-05-06 02:40:00;4.5;0.179448;0.1785
2020-05-06 02:50:00;4.6;0.178726;0.176048
2020-05-06 03:00:00;4.5;0.178536;0.179646
2020-05-06 03:10:00;4.3;0.170425;0.173795
2020-05-06 03:20:00;4.1;0.173562;0.178662
2020-05-06 03:30:00;3.8;0.171532;0.17414
2020-05-06 03:40:00;2.8;0.174248;0.173322
2020-05-06 03:50:00;2.3;0.171824;0.16899
2020-05-06 04:00:00;2.5;0.188408;0.174182
2020-05-06 04:10:00;2.5;0.185184;0.152726
2020-05-06 04:20:00;2.7;0.220922;0.15202
2020-05-06 04:30:00;3.0;0.234566;0.154272
2020-05-06 04:40:00;3.1;0.235038;0.152444
2020-05-06 04:50:00;3.3;0.26003;0.153402
2020-05-06 05:00:00;3.6;0.263804;0.151912
2020-05-06 05:10:00;3.8;0.257882;0.153612
2020-05-06 05:20:00;4.1;0.264238;0.160214
2020-05-06 05:30:00;4.8;0.268924;0.159896
2020-05-06 05:40:00;4.9;0.262362;0.158472
2020-05-06 05:50:00;5.6;0.268222;0.159532
2020-05-06 06:00:00;5.7;0.27334;0.158332
2020-05-06 06:10:00;6.2;0.272576;0.159002
2020-05-06 06:20:00;6.1;0.269898;0.162068
2020-05-06 06:30:00;6.0;0.272694;0.162194
2020-05-06 06:40:00;5.9;0.235654;0.163818
2020-05-06 06:50:00;6.2;0.217932;0.163918
2020-05-06 07:00:00;6.7;0.198434;0.160018
2020-05-06 07:10:00;7.4;0.186114;0.160748
2020-05-06 07:20:00;7.6;0.215794;0.159102
2020-05-06 07:30:00;8.0;0.23738;0.163284
2020-05-06 07:40:00;7.6;0.235446;0.161718
2020-05-06 07:50:00;7.6;3.105542;0.164464
2020-05-06 08:00:00;9.0;4.84198;0.15808
2020-05-06 08:10:00;8.7;4.904232;0.157534
2020-05-06 08:20:00;8.5;4.962416;0.16018
2020-05-06 08:30:00;8.6;4.974806;0.15665
2020-05-06 08:40:00;9.2;4.912914;0.156038
2020-05-06 08:50:00;9.4;4.964834;0.15589
2020-05-06 09:00:00;9.2;4.915556;0.160608
2020-05-06 09:10:00;8.8;4.91574;0.15816
2020-05-06 09:20:00;9.3;4.962808;0.157044
2020-05-06 09:30:00;8.8;4.962944;0.156038
2020-05-06 09:40:00;9.3;5.000824;0.158936
2020-05-06 09:50:00;9.8;4.998;0.1593
2020-05-06 10:00:00;9.6;5.037932;0.162364
2020-05-06 10:10:00;10.3;5.037632;0.15862
2020-05-06 10:20:00;10.7;5.012122;0.161976
2020-05-06 10:30:00;9.8;4.997242;0.738042
2020-05-06 10:40:00;9.8;5.020106;0.15847
2020-05-06 10:50:00;11.2;5.050526;0.164504
2020-05-06 11:00:00;11.4;5.005816;0.163172
2020-05-06 11:10:00;11.5;5.038514;0.16468
2020-05-06 11:20:00;10.5;5.00126;0.157588
2020-05-06 11:30:00;10.1;5.018964;0.15793
2020-05-06 11:40:00;10.9;4.982768;0.156668
2020-05-06 11:50:00;12.3;5.021954;0.163526
2020-05-06 12:00:00;11.2;5.05152;0.158832
2020-05-06 12:10:00;11.3;5.059812;0.160754
2020-05-06 12:20:00;11.1;5.05349;0.895608
2020-05-06 12:30:00;11.1;5.018476;0.156324
2020-05-06 12:40:00;11.9;5.023426;0.160444
2020-05-06 12:50:00;12.1;5.02069;0.158232
2020-05-06 13:00:00;11.9;5.019748;0.156862
2020-05-06 13:10:00;11.8;5.017458;0.937752
2020-05-06 13:20:00;12.1;5.006688;0.156476
2020-05-06 13:30:00;12.9;5.022474;0.157886
2020-05-06 13:40:00;12.3;5.035732;0.156863
2020-05-06 13:50:00;12.0;5.024094;0.4766
2020-05-06 14:00:00;13.4;5.03342;0.600978
2020-05-06 14:10:00;12.5;5.017776;0.163128
2020-05-06 14:20:00;12.2;5.02709;0.164568
2020-05-06 14:30:00;13.2;5.078286;0.866756
2020-05-06 14:40:00;12.6;5.070598;0.163946
2020-05-06 14:50:00;13.1;5.08518;0.16416
2020-05-06 15:00:00;13.1;5.043586;0.165212
2020-05-06 15:10:00;14.0;5.05975;0.16513
2020-05-06 15:20:00;13.2;5.03449;0.92569
2020-05-06 15:30:00;13.3;5.017456;0.15518
2020-05-06 15:40:00;13.3;5.0214;0.159356
2020-05-06 15:50:00;13.2;4.981894;0.73
2020-05-06 16:00:00;12.9;5.004296;0.156342
2020-05-06 16:10:00;13.0;4.954555;0.868902
2020-05-06 16:20:00;13.2;4.957276;0.154606
2020-05-06 16:30:00;13.1;4.973994;0.160264
2020-05-06 16:40:00;12.8;4.960626;0.49954
2020-05-06 16:50:00;12.6;4.952008;0.815315
2020-05-06 17:00:00;12.8;4.975954;0.156666
2020-05-06 17:10:00;12.7;4.92769;0.151534
2020-05-06 17:20:00;12.8;4.934575;1.35564
2020-05-06 17:30:00;12.7;4.932408;0.154386
2020-05-06 17:40:00;12.6;4.927238;0.157456
2020-05-06 17:50:00;12.3;4.908904;0.153042
2020-05-06 18:00:00;12.0;4.92023;0.86979
2020-05-06 18:10:00;11.5;4.905526;0.160662
2020-05-06 18:20:00;11.2;4.893092;0.156114
2020-05-06 18:30:00;11.1;4.90387;0.939364
2020-05-06 18:40:00;10.8;4.868992;0.159314
2020-05-06 18:50:00;10.6;4.861522;0.157642
2020-05-06 19:00:00;10.0;4.84311;0.158926
2020-05-06 19:10:00;10.1;4.826664;0.164508
2020-05-06 19:20:00;9.9;4.83227;0.155756
2020-05-06 19:30:00;9.9;4.816502;0.164112
2020-05-06 19:40:00;9.9;4.813868;0.156752
2020-05-06 19:50:00;10.1;4.798974;0.16111
2020-05-06 20:00:00;10.1;4.768174;0.928142
2020-05-06 20:10:00;9.5;4.777906;0.16226
2020-05-06 20:20:00;9.4;4.804284;0.849134
2020-05-06 20:30:00;9.1;4.808596;0.168298
2020-05-06 20:40:00;8.7;4.86225;1.010084
2020-05-06 20:50:00;8.5;6.816748;1.087042
2020-05-06 21:00:00;8.5;6.36136;0.162624
2020-05-06 21:10:00;8.9;6.637436;0.94246
2020-05-06 21:20:00;9.0;2.892908;0.161722
2020-05-06 21:30:00;9.0;0.169302;0.147442
2020-05-06 21:40:00;8.3;0.166564;0.154182
2020-05-06 21:50:00;8.0;0.169186;0.14866
2020-05-06 22:00:00;8.0;0.172398;0.154104
2020-05-06 22:10:00;7.9;0.171996;0.154552
2020-05-06 22:20:00;7.8;0.169895;0.153335
2020-05-06 22:30:00;7.8;0.173766;0.153036
2020-05-06 22:40:00;7.5;0.162998;0.15406
2020-05-06 22:50:00;7.5;0.177134;0.155576
2020-05-06 23:00:00;7.3;0.167652;0.155776
2020-05-06 23:10:00;7.0;0.166583;0.15471
2020-05-06 23:20:00;6.9;0.175798;0.155694
2020-05-06 23:30:00;6.8;0.177362;0.154688
2020-05-06 23:40:00;6.8;0.174342;0.157326
2020-05-06 23:50:00;7.1;0.170726;0.156538
2020-05-07 00:00:00;6.9;0.161952;0.155138
2020-05-07 00:10:00;6.7;0.173174;0.158908
2020-05-07 00:20:00;6.6;0.175742;0.159578
2020-05-07 00:30:00;6.6;0.17082;0.15729
2020-05-07 00:40:00;6.5;0.170287;0.158418
2020-05-07 00:50:00;6.7;0.167386;0.159586
2020-05-07 01:00:00;6.6;0.171205;0.155506
2020-05-07 01:10:00;6.4;0.174034;0.157504
2020-05-07 01:20:00;6.3;0.176264;0.157696
2020-05-07 01:30:00;6.0;0.17336;0.155954
2020-05-07 01:40:00;5.8;0.172974;0.15877
2020-05-07 01:50:00;5.8;0.168576;0.157312
2020-05-07 02:00:00;5.9;0.171072;0.157738
2020-05-07 02:10:00;5.6;0.170458;0.155316
2020-05-07 02:20:00;5.1;0.17863;0.153048
2020-05-07 02:30:00;4.9;0.174896;0.157612
2020-05-07 02:40:00;5.3;0.169187;0.150927
2020-05-07 02:50:00;4.8;0.175202;0.15837
2020-05-07 03:00:00;4.8;0.174548;0.158242
2020-05-07 03:10:00;4.5;0.177422;0.157594
2020-05-07 03:20:00;4.5;0.175256;0.179546
2020-05-07 03:30:00;4.6;0.173552;0.174326
2020-05-07 03:40:00;4.4;0.168392;0.173587
2020-05-07 03:50:00;4.1;0.17269;0.172915
2020-05-07 04:00:00;4.1;0.19099;0.173898
2020-05-07 04:10:00;4.1;0.201572;0.161444
2020-05-07 04:20:00;4.2;0.170574;0.154138
2020-05-07 04:30:00;4.3;0.20202;0.154564
2020-05-07 04:40:00;4.0;0.23504;0.152826
2020-05-07 04:50:00;4.4;0.1723;0.154622
2020-05-07 05:00:00;5.2;0.208874;0.158348
2020-05-07 05:10:00;5.8;0.240196;0.16383
2020-05-07 05:20:00;6.0;0.221758;0.160558
2020-05-07 05:30:00;6.2;0.250698;0.153556
2020-05-07 05:40:00;6.8;0.270678;0.156936
2020-05-07 05:50:00;6.8;0.268185;0.155722
2020-05-07 06:00:00;7.1;0.263708;0.159752
2020-05-07 06:10:00;7.6;0.26687;0.158466
2020-05-07 06:20:00;7.5;0.26281;0.160816
2020-05-07 06:30:00;8.1;0.259106;0.161104
2020-05-07 06:40:00;8.2;0.269714;0.160328
2020-05-07 06:50:00;8.9;0.226902;0.163366
2020-05-07 07:00:00;9.1;0.25517;0.164976
2020-05-07 07:10:00;9.6;0.270554;0.160636
2020-05-07 07:20:00;10.2;0.202156;0.15975
2020-05-07 07:30:00;10.2;0.198948;0.159712
2020-05-07 07:40:00;10.5;0.209114;0.164928
2020-05-07 07:50:00;10.7;4.004666;0.160412
2020-05-07 08:00:00;10.8;4.844206;0.16348
2020-05-07 08:10:00;11.3;4.948174;0.158828
2020-05-07 08:20:00;11.9;4.973834;0.16136
2020-05-07 08:30:00;12.0;5.03565;0.159916
2020-05-07 08:40:00;12.6;5.053654;0.159192
2020-05-07 08:50:00;12.8;4.986558;0.161738
2020-05-07 09:00:00;12.9;5.032085;0.159558
2020-05-07 09:10:00;12.5;5.05434;0.159656
2020-05-07 09:20:00;12.7;5.056514;0.159188
2020-05-07 09:30:00;13.5;5.056804;0.1605
2020-05-07 09:40:00;14.1;5.067308;0.162254
2020-05-07 09:50:00;13.9;5.051493;0.1582
2020-05-07 10:00:00;14.7;5.02344;0.95183
2020-05-07 10:10:00;14.2;5.016384;0.157266
2020-05-07 10:20:00;14.4;5.017506;0.158172
2020-05-07 10:30:00;14.1;5.051114;0.16256
2020-05-07 10:40:00;14.8;5.065536;0.91532
2020-05-07 10:50:00;15.1;5.018733;0.161375
2020-05-07 11:00:00;15.1;5.021202;0.161416
2020-05-07 11:10:00;15.6;5.075886;0.162892
2020-05-07 11:20:00;15.9;5.091145;0.164196
2020-05-07 11:30:00;16.1;5.07472;0.167974
2020-05-07 11:40:00;15.9;5.031244;0.165268
2020-05-07 11:50:00;15.9;5.683186;0.169438
2020-05-07 12:00:00;16.2;6.280843;0.59131
2020-05-07 12:10:00;16.2;6.511688;0.728754
2020-05-07 12:20:00;16.5;6.993548;0.16206
2020-05-07 12:30:00;16.7;5.874894;0.843538
2020-05-07 12:40:00;17.4;6.805094;0.160188
2020-05-07 12:50:00;17.2;6.91044;0.717024
2020-05-07 13:00:00;17.4;6.660084;0.15959
2020-05-07 13:10:00;17.6;5.730276;0.16082
2020-05-07 13:20:00;17.1;6.964122;0.95365
2020-05-07 13:30:00;17.9;6.990692;0.160676
2020-05-07 13:40:00;17.5;7.047868;1.00954
2020-05-07 13:50:00;18.1;7.499188;0.161454
2020-05-07 14:00:00;18.0;7.245272;0.961662
2020-05-07 14:10:00;17.8;5.689622;0.15982
2020-05-07 14:20:00;18.3;7.35483;0.1548
2020-05-07 14:30:00;18.0;6.459298;0.966592
2020-05-07 14:40:00;17.9;6.569476;0.15693
2020-05-07 14:50:00;18.1;8.29277;0.589473
2020-05-07 15:00:00;18.0;6.078586;0.160922
2020-05-07 15:10:00;17.9;6.964946;0.255314
2020-05-07 15:20:00;18.2;7.015942;0.58609
2020-05-07 15:30:00;18.6;7.97156;0.161122
2020-05-07 15:40:00;18.0;6.640738;0.901162
2020-05-07 15:50:00;18.1;8.222382;0.162042
2020-05-07 16:00:00;18.2;6.616088;1.260992
2020-05-07 16:10:00;18.4;7.96919;0.156742
2020-05-07 16:20:00;18.5;6.76287;0.762048
2020-05-07 16:30:00;18.2;5.70018;0.154726
2020-05-07 16:40:00;18.5;6.579124;0.441744
2020-05-07 16:50:00;18.3;7.121918;0.564498
2020-05-07 17:00:00;18.1;6.099576;0.152252
2020-05-07 17:10:00;18.1;5.627224;1.469308
2020-05-07 17:20:00;17.8;6.078124;0.35962
2020-05-07 17:30:00;17.7;6.055704;0.153684
2020-05-07 17:40:00;17.3;5.671464;0.95582
2020-05-07 17:50:00;17.1;5.662004;0.152016
2020-05-07 18:00:00;16.7;5.627356;0.956718
2020-05-07 18:10:00;16.3;5.154532;0.154772
2020-05-07 18:20:00;16.1;5.078398;0.155084
2020-05-07 18:30:00;15.6;4.89626;0.928442
2020-05-07 18:40:00;14.9;4.92549;0.151178
2020-05-07 18:50:00;15.3;4.885978;0.153162
2020-05-07 19:00:00;15.4;4.878612;0.14988
2020-05-07 19:10:00;15.1;4.824006;0.15759
2020-05-07 19:20:00;15.4;4.830852;0.156528
2020-05-07 19:30:00;15.1;4.807522;0.15418
2020-05-07 19:40:00;14.9;4.775808;0.15603
2020-05-07 19:50:00;15.4;4.822818;1.008724
2020-05-07 20:00:00;14.9;4.771904;0.166604
2020-05-07 20:10:00;15.1;4.751378;0.161326
2020-05-07 20:20:00;14.9;4.761825;0.555262
2020-05-07 20:30:00;14.8;4.780848;0.169802
2020-05-07 20:40:00;14.7;4.783783;0.922783
2020-05-07 20:50:00;14.8;4.80281;0.502202
2020-05-07 21:00:00;14.2;4.815056;0.627832
2020-05-07 21:10:00;13.9;5.85643;1.024102
2020-05-07 21:20:00;13.6;1.113108;0.167116
2020-05-07 21:30:00;13.0;0.17112;0.15956
2020-05-07 21:40:00;13.0;0.163092;0.158236
2020-05-07 21:50:00;13.0;0.165978;0.157736
2020-05-07 22:00:00;12.8;0.17417;0.157332
2020-05-07 22:10:00;12.5;0.172496;0.161692
2020-05-07 22:20:00;12.3;0.173938;0.159426
2020-05-07 22:30:00;11.8;0.1683;0.157928
2020-05-07 22:40:00;11.6;0.168442;0.160816
2020-05-07 22:50:00;11.5;0.173634;0.162232
2020-05-07 23:00:00;11.0;0.175546;0.163314
2020-05-07 23:10:00;9.9;0.171674;0.163166
2020-05-07 23:20:00;8.8;0.175474;0.16283
2020-05-07 23:30:00;8.3;0.177832;0.161388
2020-05-07 23:40:00;8.0;0.17897;0.164412
2020-05-07 23:50:00;7.9;0.216812;0.160468
2020-05-08 00:00:00;7.9;0.2802;0.158456
2020-05-08 00:10:00;8.0;0.203362;0.159494
2020-05-08 00:20:00;7.9;0.1745;0.155878
2020-05-08 00:30:00;7.8;0.20949;0.154804
2020-05-08 00:40:00;7.9;0.195558;0.157192
2020-05-08 00:50:00;7.8;0.171722;0.154298
2020-05-08 01:00:00;7.6;0.174005;0.158212
2020-05-08 01:10:00;7.5;0.174662;0.154906
2020-05-08 01:20:00;7.5;0.172324;0.156068
2020-05-08 01:30:00;7.4;0.171025;0.159368
2020-05-08 01:40:00;7.4;0.17096;0.155072
2020-05-08 01:50:00;7.4;0.1718;0.159802
2020-05-08 02:00:00;7.4;0.18879;0.162734
2020-05-08 02:10:00;7.3;0.187674;0.156106
2020-05-08 02:20:00;7.1;0.17783;0.158144
2020-05-08 02:30:00;6.7;0.208982;0.155034
2020-05-08 02:40:00;6.5;0.207464;0.157826
2020-05-08 02:50:00;6.4;0.170192;0.162038
2020-05-08 03:00:00;6.2;0.22752;0.162236
2020-05-08 03:10:00;6.0;0.187636;0.1615
2020-05-08 03:20:00;6.5;0.178778;0.157746
2020-05-08 03:30:00;6.9;0.24683;0.157848
2020-05-08 03:40:00;6.7;0.226998;0.156866
2020-05-08 03:50:00;7.0;0.175212;0.153822
2020-05-08 04:00:00;8.1;0.255085;0.155708
2020-05-08 04:10:00;8.6;0.195926;0.160042
2020-05-08 04:20:00;8.5;0.17001;0.15846
2020-05-08 04:30:00;8.1;0.215786;0.156924
2020-05-08 04:40:00;7.1;0.175564;0.15417
2020-05-08 04:50:00;6.7;0.16806;0.156588
2020-05-08 05:00:00;6.3;0.240372;0.158088
2020-05-08 05:10:00;6.5;0.253568;0.157702
2020-05-08 05:20:00;7.4;0.181538;0.15828
2020-05-08 05:30:00;8.6;0.245378;0.157888
2020-05-08 05:40:00;9.0;0.268732;0.156618
2020-05-08 05:50:00;9.9;0.261572;0.15461
2020-05-08 06:00:00;10.4;0.26177;0.158108
2020-05-08 06:10:00;9.7;0.271792;0.156782
2020-05-08 06:20:00;10.7;0.2756;0.159274
2020-05-08 06:30:00;11.2;0.268932;0.163332
2020-05-08 06:40:00;11.6;0.26746;0.16161
2020-05-08 06:50:00;12.3;0.271084;0.159708
2020-05-08 07:00:00;13.1;0.261008;0.160442
2020-05-08 07:10:00;13.6;0.275594;0.163702
2020-05-08 07:20:00;14.1;0.246318;0.16153
2020-05-08 07:30:00;14.1;0.265122;0.160692
2020-05-08 07:40:00;14.4;0.225904;0.158464
2020-05-08 07:50:00;14.4;3.053064;0.160684
2020-05-08 08:00:00;14.3;5.113798;0.155604
2020-05-08 08:10:00;14.9;5.08943;0.159372
2020-05-08 08:20:00;15.5;5.053188;0.159422
2020-05-08 08:30:00;15.3;5.056756;0.159002
2020-05-08 08:40:00;15.5;6.062924;0.160424
2020-05-08 08:50:00;16.0;6.310954;0.159968
2020-05-08 09:00:00;16.0;7.351434;0.159426
2020-05-08 09:10:00;16.2;7.069398;0.163404
2020-05-08 09:20:00;16.8;6.475572;0.168072
2020-05-08 09:30:00;17.4;8.88437;0.159412
2020-05-08 09:40:00;17.0;8.694432;1.38545
2020-05-08 09:50:00;17.6;8.488074;0.162657
2020-05-08 10:00:00;17.8;9.161744;0.163548
2020-05-08 10:10:00;18.1;9.651312;0.95758
2020-05-08 10:20:00;18.6;8.26208;0.161816
2020-05-08 10:30:00;19.1;7.52484;0.16372
2020-05-08 10:40:00;18.8;8.267438;0.1589
2020-05-08 10:50:00;19.5;8.14554;0.163222
2020-05-08 11:00:00;19.5;9.40439;0.949212
2020-05-08 11:10:00;20.1;11.02403;0.164552
2020-05-08 11:20:00;20.0;11.368504;0.164626
2020-05-08 11:30:00;20.5;9.502264;0.93491
2020-05-08 11:40:00;20.6;14.030592;0.165736
2020-05-08 11:50:00;20.2;13.439208;0.16326
2020-05-08 12:00:00;20.4;13.164318;0.906568
2020-05-08 12:10:00;20.2;13.865848;0.161804
2020-05-08 12:20:00;20.6;13.551302;0.167206
2020-05-08 12:30:00;20.7;13.732808;0.853966
2020-05-08 12:40:00;21.2;13.84653;0.162954
2020-05-08 12:50:00;21.7;14.11187;0.852254
2020-05-08 13:00:00;21.6;13.666434;0.161742
2020-05-08 13:10:00;21.6;13.886966;0.166144
2020-05-08 13:20:00;21.8;13.809306;0.867382
2020-05-08 13:30:00;22.0;14.287084;0.15915
2020-05-08 13:40:00;22.1;12.546582;0.825334
2020-05-08 13:50:00;22.7;11.788262;0.163378
2020-05-08 14:00:00;22.7;13.026478;0.160742
2020-05-08 14:10:00;22.7;12.134592;0.725222
2020-05-08 14:20:00;22.5;12.45331;0.163362
2020-05-08 14:30:00;22.9;12.45544;1.179724
2020-05-08 14:40:00;22.6;12.964956;0.157588
2020-05-08 14:50:00;22.7;12.596238;0.15968
2020-05-08 15:00:00;22.8;12.7496;0.756908
2020-05-08 15:10:00;22.5;12.418204;0.167946
2020-05-08 15:20:00;22.2;12.384778;0.160532
2020-05-08 15:30:00;22.3;12.40134;0.804416
2020-05-08 15:40:00;22.1;12.323788;0.159086
2020-05-08 15:50:00;22.0;11.560854;0.854252
2020-05-08 16:00:00;21.7;11.721188;0.152612
2020-05-08 16:10:00;22.1;11.353896;0.87769
2020-05-08 16:20:00;22.4;11.420334;0.157106
2020-05-08 16:30:00;22.5;11.739186;0.801944
2020-05-08 16:40:00;22.0;11.44479;0.155436
2020-05-08 16:50:00;22.1;11.236268;0.155328
2020-05-08 17:00:00;21.5;11.400384;0.900536
2020-05-08 17:10:00;21.1;11.329474;0.153642
2020-05-08 17:20:00;20.7;11.106034;0.81606
2020-05-08 17:30:00;20.7;7.805958;0.162054
2020-05-08 17:40:00;20.8;6.83;0.155682
2020-05-08 17:50:00;20.5;8.010288;0.900566
2020-05-08 18:00:00;20.2;5.827764;0.15634
2020-05-08 18:10:00;19.7;5.93582;0.157766
2020-05-08 18:20:00;19.4;6.175552;0.157608
2020-05-08 18:30:00;19.0;5.498145;0.157078
2020-05-08 18:40:00;18.9;5.064798;0.71386
2020-05-08 18:50:00;18.8;4.938006;0.154102
2020-05-08 19:00:00;18.9;4.932704;0.158576
2020-05-08 19:10:00;19.1;4.917006;0.159388
2020-05-08 19:20:00;18.9;4.923856;0.161174
2020-05-08 19:30:00;18.3;4.917547;0.15395
2020-05-08 19:40:00;17.9;4.93521;0.156618
2020-05-08 19:50:00;17.9;4.926;0.15565
2020-05-08 20:00:00;18.1;4.889042;0.156194
2020-05-08 20:10:00;18.4;4.82;1.378732
2020-05-08 20:20:00;17.9;4.853336;0.156276
2020-05-08 20:30:00;18.1;4.730052;0.874658
2020-05-08 20:40:00;18.0;4.748116;0.160408
2020-05-08 20:50:00;16.2;4.754526;0.51887
2020-05-08 21:00:00;16.4;4.760392;0.583424
2020-05-08 21:10:00;16.8;4.75069;1.029556
2020-05-08 21:20:00;16.7;2.002108;0.154856
